model,params,confusion,accuracy,precision,recall,f1,roc_auc
"DecisionTreeClassifier(ccp_alpha=0.0005, max_depth=4, max_features='log2')","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[41797 29851] [ 856  3226]],0.5945200052819226,0.09753000574417268,0.7902988731014209,0.17363222906967354,0.739305808704606
"DecisionTreeClassifier(ccp_alpha=0.0005, max_depth=4)","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51345 20303] [1291  2791]],0.714855407368282,0.1208539014462631,0.6837334639882411,0.20540182513982924,0.7576795312140643
"DecisionTreeClassifier(ccp_alpha=0.0005, criterion='entropy', max_depth=4,                       max_features='sqrt')","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[48621 23027] [1342  2740]],0.6782120691931863,0.10633756355027749,0.6712395884370407,0.18359074005829343,0.7237988202544576
"DecisionTreeClassifier(ccp_alpha=0.0005, criterion='entropy', max_depth=4,                       max_features='log2')","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[47948 23700] [1112  2970]],0.6723623398917206,0.11136107986501688,0.7275845173934345,0.19315816857440166,0.7435388552510733
"DecisionTreeClassifier(ccp_alpha=0.0005, criterion='entropy', max_depth=4)","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51345 20303] [1291  2791]],0.714855407368282,0.1208539014462631,0.6837334639882411,0.20540182513982924,0.7598836284292809
"DecisionTreeClassifier(ccp_alpha=0.0005, criterion='log_loss', max_depth=4,                       max_features='sqrt')","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[54796 16852] [1557  2525]],0.7569127162287073,0.130309129380193,0.6185693287604116,0.21526919306023273,0.7135766426761877
"DecisionTreeClassifier(ccp_alpha=0.0005, criterion='log_loss', max_depth=4,                       max_features='log2')","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 4, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[47302 24346] [1064  3018]],0.6644658655750694,0.11029089314427715,0.739343459088682,0.1919481015073459,0.7552207677788454
"DecisionTreeClassifier(ccp_alpha=0.0005, criterion='log_loss', max_depth=4)","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 4, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51345 20303] [1291  2791]],0.714855407368282,0.1208539014462631,0.6837334639882411,0.20540182513982924,0.7598836284292809
"DecisionTreeClassifier(ccp_alpha=0.001, max_depth=4, max_features='sqrt')","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[35056 36592] [ 510  3572]],0.5100752673973327,0.08893536500348571,0.875061244487996,0.16146092302129006,0.7387688817112088
"DecisionTreeClassifier(ccp_alpha=0.001, max_depth=4, max_features='log2')","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[40078 31570] [ 718  3364]],0.5736432061270302,0.09629587221617908,0.8241058304752572,0.1724420750461349,0.7423649387396469
"DecisionTreeClassifier(ccp_alpha=0.001, max_depth=4)","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51345 20303] [1291  2791]],0.714855407368282,0.1208539014462631,0.6837334639882411,0.20540182513982924,0.7576795312140643
"DecisionTreeClassifier(ccp_alpha=0.001, criterion='entropy', max_depth=4,                       max_features='sqrt')","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[49506 22142] [1475  2607]],0.6881420837184735,0.10533758939755142,0.6386575208231259,0.18084700495993894,0.7055625610530135
"DecisionTreeClassifier(ccp_alpha=0.001, criterion='entropy', max_depth=4,                       max_features='log2')","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51931 19717] [1377  2705]],0.7214578106430741,0.12064044242262065,0.6626653601175894,0.20412013281014188,0.7468185245948455
"DecisionTreeClassifier(ccp_alpha=0.001, criterion='entropy', max_depth=4)","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51345 20303] [1291  2791]],0.714855407368282,0.1208539014462631,0.6837334639882411,0.20540182513982924,0.7576795312140643
"DecisionTreeClassifier(ccp_alpha=0.001, criterion='log_loss', max_depth=4,                       max_features='sqrt')","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[52124 19524] [1362  2720]],0.7242044104053875,0.12228016543787089,0.6663400293973543,0.20663982374838563,0.7484533869131882
"DecisionTreeClassifier(ccp_alpha=0.001, criterion='log_loss', max_depth=4,                       max_features='log2')","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 4, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[46986 24662] [1072  3010]],0.6601875082530041,0.10877421220005783,0.7373836354728075,0.18958241481388172,0.7389456212269949
"DecisionTreeClassifier(ccp_alpha=0.001, criterion='log_loss', max_depth=4)","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 4, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51345 20303] [1291  2791]],0.714855407368282,0.1208539014462631,0.6837334639882411,0.20540182513982924,0.7576795312140643
"DecisionTreeClassifier(max_depth=4, max_features='sqrt',                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[39602 32046] [ 689  3393]],0.5677406575993662,0.09574197917548463,0.8312101910828026,0.17170618152374686,0.731686222687256
"DecisionTreeClassifier(max_depth=4, max_features='log2',                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[58867 12781] [2093  1989]],0.8035917073814869,0.13466486120514556,0.4872611464968153,0.21101209420751116,0.7346779383103064
"DecisionTreeClassifier(max_depth=4, min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51345 20303] [1291  2791]],0.714855407368282,0.1208539014462631,0.6837334639882411,0.20540182513982924,0.7576795312140643
"DecisionTreeClassifier(criterion='entropy', max_depth=4, max_features='sqrt',                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[47302 24346] [1064  3018]],0.6644658655750694,0.11029089314427715,0.739343459088682,0.1919481015073459,0.7451624257024215
"DecisionTreeClassifier(criterion='entropy', max_depth=4, max_features='log2',                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[41931 29717] [ 833  3249]],0.5965931599102073,0.09855608809076018,0.7959333659970602,0.175394083351328,0.7371496331129662
"DecisionTreeClassifier(criterion='entropy', max_depth=4,                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51345 20303] [1291  2791]],0.714855407368282,0.1208539014462631,0.6837334639882411,0.20540182513982924,0.7598836284292809
"DecisionTreeClassifier(criterion='log_loss', max_depth=4, max_features='sqrt',                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[45908 25740] [1109  2973]],0.6454641489502179,0.1035419496395361,0.7283194512493876,0.1813081262387559,0.740654524342865
"DecisionTreeClassifier(criterion='log_loss', max_depth=4, max_features='log2',                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 4, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[46416 25232] [1044  3038]],0.6530305031031295,0.10746374248319773,0.7442430181283685,0.187809099901088,0.7457105949845935
"DecisionTreeClassifier(criterion='log_loss', max_depth=4,                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 4, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51345 20303] [1291  2791]],0.714855407368282,0.1208539014462631,0.6837334639882411,0.20540182513982924,0.7598836284292809
"DecisionTreeClassifier(ccp_alpha=0.0005, max_depth=4, max_features='sqrt',                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[40721 30927] [ 784  3298]],0.5812623795061402,0.09636230825420014,0.807937285644292,0.17218785078445192,0.7467313147963401
"DecisionTreeClassifier(ccp_alpha=0.0005, max_depth=4, max_features='log2',                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[52548 19100] [1389  2693]],0.7294467186055724,0.12357178910659386,0.6597256246937776,0.20815458937198067,0.753648035518083
"DecisionTreeClassifier(ccp_alpha=0.0005, max_depth=4,                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51345 20303] [1291  2791]],0.714855407368282,0.1208539014462631,0.6837334639882411,0.20540182513982924,0.7576795312140643
"DecisionTreeClassifier(ccp_alpha=0.0005, criterion='entropy', max_depth=4,                       max_features='sqrt', min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[41482 30166] [ 800  3282]],0.5910999603855803,0.09812245874192776,0.8040176384125429,0.17490007993605117,0.7515296248533031
"DecisionTreeClassifier(ccp_alpha=0.0005, criterion='entropy', max_depth=4,                       max_features='log2', min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[39602 32046] [ 689  3393]],0.5677406575993662,0.09574197917548463,0.8312101910828026,0.17170618152374686,0.7421049727788903
"DecisionTreeClassifier(ccp_alpha=0.0005, criterion='entropy', max_depth=4,                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51345 20303] [1291  2791]],0.714855407368282,0.1208539014462631,0.6837334639882411,0.20540182513982924,0.7598836284292809
"DecisionTreeClassifier(ccp_alpha=0.0005, criterion='log_loss', max_depth=4,                       max_features='sqrt', min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[48406 23242] [1145  2937]],0.6779743826752938,0.11218915924978036,0.719500244977952,0.1941112322791712,0.7452930814079568
"DecisionTreeClassifier(ccp_alpha=0.0005, criterion='log_loss', max_depth=4,                       max_features='log2', min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 4, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51081 20567] [1376  2706]],0.7102469298824772,0.11627207493662184,0.6629103380695738,0.19784317309449825,0.7260430416359669
"DecisionTreeClassifier(ccp_alpha=0.0005, criterion='log_loss', max_depth=4,                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.0005, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 4, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51345 20303] [1291  2791]],0.714855407368282,0.1208539014462631,0.6837334639882411,0.20540182513982924,0.7598836284292809
"DecisionTreeClassifier(ccp_alpha=0.001, max_depth=4, max_features='sqrt',                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[50452 21196] [1336  2746]],0.7024692988247723,0.11469384345501629,0.6727094561489466,0.19597487867542107,0.7077061625823149
"DecisionTreeClassifier(ccp_alpha=0.001, max_depth=4, max_features='log2',                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[44509 27139] [1086  2996]],0.6272943351379903,0.09941927990708478,0.7339539441450269,0.1751176315866382,0.7321502696973106
"DecisionTreeClassifier(ccp_alpha=0.001, max_depth=4,                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51345 20303] [1291  2791]],0.714855407368282,0.1208539014462631,0.6837334639882411,0.20540182513982924,0.7576795312140643
"DecisionTreeClassifier(ccp_alpha=0.001, criterion='entropy', max_depth=4,                       max_features='sqrt', min_impurity_decrease=0.0005)","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[47161 24487] [1076  3006]],0.6624455301729829,0.10933692212563198,0.7364037236648702,0.1904038004750594,0.7514218195783884
"DecisionTreeClassifier(ccp_alpha=0.001, criterion='entropy', max_depth=4,                       max_features='log2', min_impurity_decrease=0.0005)","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[41931 29717] [ 833  3249]],0.5965931599102073,0.09855608809076018,0.7959333659970602,0.175394083351328,0.7411057442706999
"DecisionTreeClassifier(ccp_alpha=0.001, criterion='entropy', max_depth=4,                       min_impurity_decrease=0.0005)","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 4, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[51345 20303] [1291  2791]],0.714855407368282,0.1208539014462631,0.6837334639882411,0.20540182513982924,0.7576795312140643
"DecisionTreeClassifier(ccp_alpha=0.001, criterion='log_loss', max_depth=4,                       max_features='sqrt', min_impurity_decrease=0.0005)","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': 4, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0005, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[41918 29730] [ 847  3235]],0.5962366301333686,0.09813438495373882,0.7925036746692797,0.17464302102734364,0.7448204231739732
